Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
FAM195B,8.792336708,8.561620312,9.018999294,8.168673179,8.05173099,8.108112533,8.337214557,8.012806026,8.221017239,7.792994232,7.872888093,7.971330944
FAM225B,7.075437092,7.207043836,7.320380738,6.790604315,6.642643815,6.54786453,6.236770614,5.786071775,5.924323059,7.041479969,6.845389238,6.927148303
SLC26A6,11.57425347,11.46095814,11.84447565,11.09795011,11.45590593,11.36707226,12.34001208,12.20919126,12.30316902,11.80354496,11.62689476,11.70670258
RP11-75C9.1,4.376859979,4.376859979,4.376859979,4.376859979,4.723535226,4.376859979,5.047261317,5.590854309,5.317156118,5.333814484,5.932474242,5.540521389
MIAT,6.353102197,5.614545728,6.702572563,6.894431305,7.913326749,7.598886705,6.068065619,6.413436263,6.268561838,7.291261731,7.070427807,6.86780685
RP11-2L8.1,5.890823916,5.694659349,5.659092966,5.562468967,5.341685838,5.331673581,5.734364599,5.871744104,5.605428278,5.300164938,5.331547107,5.380247792
TRAM2-AS1,9.58433837,9.284519758,9.310409002,8.847603969,8.989878324,9.094974349,8.516470321,8.407727432,8.348427049,9.188031619,9.434472803,9.205846499
LINC00626,6.437773618,5.985872888,6.806729132,4.376859979,4.723535226,5.058059178,6.138384053,6.140221494,5.794065534,5.564738608,5.519295195,5.50297992
ERCC6,10.92126827,10.34643487,10.66087839,9.720228058,9.82239217,9.729816601,9.101430195,9.199172608,9.160394191,10.54946343,10.41524568,10.64302985
AC010970.2,8.475258495,8.596754439,10.38830881,7.74268797,7.876514011,7.82036999,8.799531546,8.565063022,8.741326399,9.448170222,9.169949928,8.392493088
RUSC1-AS1,6.404575312,6.341954385,6.726429053,6.334893157,6.488400519,6.448498043,6.172065699,6.140221494,6.121811546,6.963227722,6.368863808,6.492097768
AC004603.4,4.982242512,4.994746859,5.078100965,5.124611752,5.144816917,5.439761019,5.456152103,5.786071775,5.42373022,4.826191326,4.669487931,4.989579153
RP11-384K6.2,6.703655799,6.775941569,7.158058359,6.171762586,6.508706319,6.318140156,6.466588717,6.546669816,6.662326371,7.108283858,6.910539958,6.879884562
AP000949.1,4.681212196,4.769427317,4.784362904,5.124611752,5.144816917,5.136744128,5.456152103,5.247560528,5.194676484,5.059613249,5.372420212,5.124541726
NOL7,9.331201035,9.677385058,9.384389205,8.680658771,8.685746505,8.597157122,9.006243154,9.004472754,8.98575592,8.784035817,8.834765518,8.622944659
NTF4,6.42128188,6.250312961,6.508462926,5.047136128,4.974482775,4.968144176,4.376859979,4.81713708,4.714449674,5.300164938,5.026807914,5.287660707
AC017076.5,5.410850215,5.361578143,5.276451472,5.471932544,5.397943933,5.623947538,6.103739299,6.095736717,6.221563524,5.589979889,5.785841917,5.798905103
ELFN1,11.61110346,10.0785449,11.48124909,10.96090039,11.10823824,11.14305979,9.691144642,8.908036795,9.475285102,10.76751178,10.22772667,11.20107947
LINC00035,6.454056531,5.925085788,6.903402674,7.351639449,7.305272362,7.270186386,6.466588717,6.377856385,6.291412139,6.845532768,7.134918189,6.961548845
LINC01040,4.376859979,4.376859979,4.376859979,5.518278504,5.397943933,5.439761019,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979
RP5-1070A16.1,5.965474172,5.945707029,5.687368027,6.012181088,5.930635785,5.665061415,4.376859979,4.915055833,4.714449674,5.685030143,5.411443238,5.709388008
PHF2P2,4.806488328,4.769427317,4.875127734,5.047136128,4.376859979,4.376859979,5.518484855,5.192823915,5.125044389,5.538827458,5.552652938,5.380247792
LINC00869,6.281044772,5.945707029,6.081438102,6.419409032,6.446807749,6.468990172,6.440029071,6.413436263,6.537671612,6.59520857,6.368863808,6.442872307
RP4-706A16.3,7.676939341,7.870119077,7.646904181,7.984716125,7.861517579,8.051161195,8.008982149,7.844236111,7.848811936,7.50296163,7.571670855,7.353132521
FTCDNL1,8.042093176,7.754932684,7.911882357,8.664473511,8.689974388,8.592742929,8.479901757,8.531138037,8.296711951,7.991742507,8.186748599,7.949139169
BAIAP2-AS1,11.14412152,10.75589903,11.02844047,11.21827011,11.2935608,11.24755861,10.86755662,10.90628096,10.76826729,11.00046165,11.17420718,11.22018593
RP11-50E11.3,7.034148303,6.91632982,7.149421355,7.222891348,7.061250886,7.025166106,6.890048691,6.998617992,7.143149391,7.761536771,7.636009818,7.820475246
RP4-760C5.5,6.080115969,6.080634799,6.246290901,5.37152372,5.341685838,5.207410025,5.389252859,5.133696533,5.047525603,6.201900947,5.861566349,6.184002077
ABC7-42389800N19.1,8.629037466,8.760573925,8.787526454,9.010009365,9.114518221,9.170856094,9.22050657,8.996219149,9.017968465,9.037900641,9.159154367,9.309067126
AC022431.1,6.902239249,7.289355936,6.882508381,6.936603158,6.964502464,6.566859292,6.964401085,7.053975168,7.031449461,6.449665656,6.476115769,6.585284741
RP11-276H19.1,5.838169242,5.557359902,5.842787749,6.439692394,6.696127284,6.726516425,5.389252859,5.06904554,4.958960868,6.338336315,6.400434204,6.426037081
LINC00408,4.376859979,4.654873811,4.376859979,4.714251016,4.376859979,4.860756096,4.925860094,4.915055833,5.194676484,5.105805507,5.24317503,5.287660707
TMEM191A,7.351114215,7.237542641,7.796543047,7.330990634,7.433468303,7.439183476,7.134319277,7.319682187,7.044318012,7.018470208,7.222119429,6.972825539
ZNF192P1,6.781599836,6.74385603,7.003318128,5.758182699,6.190007962,5.977608526,6.466588717,6.204034374,6.172705551,6.667361862,6.628547548,6.713747665
LINC00351,4.376859979,4.376859979,4.376859979,4.714251016,4.723535226,4.376859979,5.047261317,5.06904554,5.047525603,5.512199181,5.331547107,5.50297992
CTA-217C2.1,10.30741757,10.17251319,10.61094671,10.85105898,11.10192151,11.01567252,10.10638715,9.993022914,9.870235061,10.24735371,10.34656349,10.31810613
RP11-157P1.4,6.035590353,5.96596446,6.451437171,5.758182699,6.215657683,5.977608526,6.749217448,6.791572237,6.83726343,7.041479969,6.867456051,7.228291589
DCAF8L1,4.681212196,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979,4.925860094,4.81713708,4.376859979,5.300164938,5.143361516,5.287660707
MIR29A,10.04247198,10.72390368,10.24783709,9.800025597,9.757533169,9.796440153,10.81974063,10.72532998,10.80835943,9.422748002,9.342072491,9.059023076
AC093375.1,4.681212196,4.376859979,4.376859979,4.852928109,4.723535226,4.376859979,4.925860094,4.997136348,4.853207168,5.26506519,5.087667237,5.124541726
RPS14P3,6.035590353,5.720041266,6.041532022,5.257798405,5.500782048,5.882901996,5.389252859,5.516394829,5.125044389,5.39733795,5.372420212,5.237102171
TPI1P1,9.010910743,8.82120325,9.20817486,8.576369535,8.400978218,8.404007273,8.516470321,8.785621482,8.771892062,8.786255462,8.971937833,8.963150893
MRPL23-AS1,4.902086206,4.376859979,5.133077972,5.047136128,5.397943933,5.387392026,4.766225435,4.915055833,4.376859979,5.427443588,5.331547107,5.287660707
SLC16A1-AS1,8.675745726,8.982486309,8.726174728,8.774115778,9.00351873,8.957726045,9.479592209,9.494872096,9.329000488,8.917578175,9.099415919,9.01985009
AC093642.4,4.681212196,4.856921634,4.376859979,5.047136128,5.216194708,5.207410025,4.376859979,4.376859979,4.376859979,5.189747011,5.194951369,5.463879564
XXyac-YX65C7_A.2,7.308801127,6.732987715,7.225280588,6.880077964,6.678537756,6.853981988,6.41290947,6.481766402,6.499763773,6.938850864,6.921100681,7.237589901
ADAM1B,4.806488328,4.994746859,4.951272197,5.047136128,5.065328529,5.387392026,5.23734106,5.06904554,5.047525603,5.427443588,5.331547107,5.287660707
RP11-551L14.4,5.630679734,5.324301577,5.434739278,5.124611752,5.718076424,5.779467143,5.316791736,5.392320764,4.958960868,5.871890139,5.646414922,5.769888323
TMEM185B,11.26221887,11.29490332,11.11944756,11.70771413,11.6377355,11.71619496,11.69274552,11.78505442,11.69405463,11.60047422,11.74155488,11.82903375
RP1-37C10.3,5.562849326,4.994746859,5.434739278,5.257798405,5.500782048,5.331673581,5.23734106,5.247560528,5.317156118,6.216238388,6.461331142,6.426037081
SOGA2P1,4.806488328,5.244254298,5.018032949,4.958621355,4.376859979,4.376859979,5.518484855,5.815376403,5.685023591,5.512199181,5.70442374,5.709388008
SPANXA2-OT1,7.885559788,8.12889194,7.926909026,7.810876289,7.483602425,7.544567577,4.376859979,4.915055833,4.853207168,5.228333718,5.143361516,5.124541726
AC004911.2,5.782882009,4.994746859,5.687368027,5.758182699,6.109659241,5.946902214,5.047261317,5.133696533,5.317156118,6.031897002,5.909328511,6.12074046
AC017060.1,5.630679734,5.694659349,5.470212817,5.604742913,5.548228389,5.48926196,5.148717883,4.915055833,4.376859979,5.614593543,5.448821584,5.50297992
PAPPA-AS2,5.965474172,5.79273805,6.563091395,5.64529783,5.397943933,5.058059178,5.518484855,5.476871422,5.518920471,5.614593543,5.411443238,5.463879564
FTLP3,8.834095937,8.82120325,9.016673519,8.435537981,8.471514542,8.32628599,8.528455413,8.65179217,8.317622861,8.324539332,8.39307326,8.396585911
TEX41,6.404575312,6.327137423,6.508462926,6.459660879,6.163810342,6.585582658,6.103739299,5.786071775,6.04119349,6.791782031,6.547612406,6.554955028
AC073409.1,5.173436998,5.052709208,5.133077972,5.827297551,5.79360326,5.815035852,5.993328103,6.204034374,5.861095046,5.963510823,6.384746742,6.030862394
CTA-384D8.31,4.902086206,4.769427317,5.018032949,4.714251016,5.216194708,4.968144176,5.23734106,5.192823915,5.194676484,5.427443588,5.026807914,5.576654048
PSMD5-AS1,7.559826391,7.332282697,7.559243621,5.471932544,5.281396314,4.719824224,5.827552206,5.693036233,6.172705551,6.258279171,6.216121909,6.492097768
RP11-289F5.1,5.782882009,5.324301577,5.231623836,5.923486898,5.962444545,5.849487075,5.57697855,5.346803327,5.047525603,6.096529755,6.141690506,5.881618067
CACTIN-AS1,5.451253521,5.154954226,5.504372944,5.793289165,5.930635785,6.036691146,5.389252859,5.755953089,5.42373022,5.927741927,6.234045883,5.881618067
RP11-203B9.4,5.173436998,5.397297799,5.687368027,5.257798405,5.718076424,5.536269924,4.766225435,5.298695117,4.714449674,5.538827458,5.552652938,5.463879564
SUGT1P,6.547673384,6.168421898,6.211528492,6.377852322,6.265413054,6.172695611,5.456152103,5.516394829,5.194676484,5.833049137,5.955160696,5.854726577
LINC00348,5.662952021,5.464683017,5.537338319,5.37152372,5.144816917,5.136744128,5.389252859,5.660100201,5.42373022,5.890815828,6.041711568,5.709388008
RP11-48F14.2,5.597343181,5.496597154,6.157471387,5.518278504,5.397943933,5.48926196,4.925860094,4.688784496,4.376859979,5.105805507,5.372420212,5.287660707
AC010423.1,5.410850215,5.324301577,5.434739278,5.257798405,4.865967513,5.136744128,4.925860094,4.81713708,4.714449674,4.376859979,4.789995119,5.060642739
DANCR,10.5410751,11.02547295,10.73126135,9.825672173,9.651176326,9.832371765,9.672411598,9.514253067,9.629060012,9.345176684,9.381605178,9.435442075
AC003088.1,4.806488328,4.376859979,4.665485338,4.852928109,4.974482775,4.860756096,5.781961061,5.55433843,5.646003196,5.512199181,5.759386013,5.335232587
COX6A1P2,7.075437092,7.183721376,7.3876768,6.894431305,6.54839125,6.956432616,7.01762125,6.90510233,7.143149391,6.754716858,6.800143554,6.818387843
RP3-417G15.1,6.224141681,6.897144015,6.726429053,6.661201188,6.586906735,6.406507908,6.103739299,6.377856385,6.627897618,6.031897002,6.234045883,5.933549692
AC007285.6,6.703655799,6.722030305,6.839727685,6.573414207,6.313258141,6.384985088,7.355476422,6.929089682,7.044318012,7.093716247,7.022439317,7.070341199
SLC8A1-AS1,5.754146649,5.79273805,6.19377301,5.047136128,5.065328529,5.387392026,4.925860094,4.997136348,5.194676484,4.895013298,5.24317503,4.908474567
LINC00511,9.488727202,8.628221792,9.340458769,8.279333255,8.471514542,8.619026607,8.302701511,8.436538158,8.264760861,8.784035817,8.890692626,9.172903422
ITGB2-AS1,5.115651853,5.285273488,5.184009662,4.852928109,4.865967513,4.376859979,4.376859979,4.688784496,4.376859979,4.376859979,4.376859979,4.811733156
C14orf132,11.23525584,11.16768373,11.11728163,11.11661338,11.18120817,11.18387101,11.52845904,11.48825152,11.49078619,11.59669336,11.48990419,11.63560316
WDR46,12.56532444,12.99856614,12.66806979,12.5849047,12.42957858,12.50198828,12.66387141,12.57578583,12.67522475,12.1466355,12.27723664,12.33871718
RP11-543P15.1,8.724158974,9.186243341,9.009673543,8.937842863,8.751942461,8.923022022,8.799531546,8.511938074,8.694222164,8.489153922,8.503266455,8.510459292
RP11-742N3.1,10.42800192,10.67692852,10.87344254,10.01271898,10.26983335,10.16601626,10.25403802,10.36145804,10.19546057,10.03460795,10.1837065,9.842255777
LINC00595,7.282782889,6.96314325,7.183650458,7.030211118,6.844817182,6.743127422,5.781961061,5.693036233,5.047525603,6.5188654,6.800143554,6.600190809
RP5-1198O20.5,4.806488328,4.930347725,5.018032949,5.047136128,4.723535226,4.719824224,4.376859979,4.376859979,4.376859979,4.744228785,4.881991607,5.124541726
RP11-439A17.4,4.376859979,4.376859979,4.376859979,5.124611752,4.723535226,4.968144176,5.316791736,4.915055833,4.958960868,4.895013298,4.881991607,4.908474567
MIR663A,9.750646655,9.806505843,10.44381931,9.751150393,9.737288379,9.630185114,9.603446505,9.751555134,9.694238373,9.388138148,9.285631288,9.208170969
ST7-AS1,6.592076501,6.775941569,6.871939276,6.591445769,6.54839125,6.898838819,6.63871541,6.608501383,6.645223942,7.108283858,7.255520147,7.006107844
HCG15,6.123040469,6.28161078,6.211528492,6.220600685,6.403826551,6.198155017,5.913463241,5.755953089,6.095538109,6.29894613,6.368863808,6.585284741
RP11-203J24.8,6.620866241,6.630964157,6.702572563,5.604742913,5.962444545,5.665061415,6.591799849,6.377856385,6.42044889,6.271982439,6.216121909,6.076647829
SPANXB2,6.867164036,7.094674889,7.078308084,6.244312742,6.4677715,6.406507908,5.316791736,5.392320764,5.563133241,5.059613249,5.143361516,5.540521389
KLLN,6.532531149,6.266060084,6.451437171,6.146592566,6.359350224,6.223097592,6.543147853,6.430861954,6.44073976,6.616229222,6.717102626,6.658185027
THRAP3P1,4.902086206,5.052709208,4.784362904,5.047136128,5.065328529,4.968144176,6.236770614,5.95132143,5.984227354,5.189747011,5.24317503,5.335232587
PARG,9.586082732,9.641464737,9.402305214,9.591579391,9.466708125,9.546113027,9.71487756,9.837132405,9.794241496,9.485481427,9.514543427,9.518298954
AC019172.2,5.597343181,6.185242233,5.818384707,5.316619131,5.065328529,5.27196984,6.749217448,7.064783619,6.399831781,5.538827458,5.616129341,5.237102171
TP73-AS1,11.19755283,11.22478587,11.14996387,11.24701425,11.33925212,11.32589522,11.71120702,11.73104138,11.70199481,11.34352547,11.43285745,11.50431315
KIF9-AS1,8.40959961,8.029231203,7.95160588,7.687284936,8.090759001,7.827943423,8.309671056,8.382562589,8.175891929,8.369726913,8.556988949,8.529209567
KRT8P20,4.376859979,5.154954226,5.133077972,5.257798405,5.065328529,5.439761019,5.23734106,5.516394829,5.685023591,5.890815828,5.785841917,5.740068212
RP11-169D4.1,4.681212196,5.200943315,4.784362904,4.376859979,4.723535226,4.719824224,5.632184363,5.516394829,5.685023591,4.636978873,4.789995119,4.684941522
AKR1B15,6.143942614,5.496597154,5.818384707,5.37152372,5.962444545,6.065155875,5.389252859,5.516394829,5.518920471,5.871890139,6.415931448,6.244155346
RP13-188A5.1,6.012682353,5.838626478,6.081438102,6.040305881,6.215657683,6.318140156,5.871331532,6.001461538,6.013056504,6.363930159,6.368863808,6.658185027
AC003051.1,5.368517323,5.10577626,5.434739278,5.047136128,4.974482775,4.860756096,4.376859979,4.688784496,4.376859979,5.059613249,5.411443238,4.908474567
SLC2A1-AS1,6.204578072,6.00544615,6.345116505,5.758182699,6.023554669,6.036691146,5.456152103,5.435586657,5.518920471,6.142812775,6.082710823,6.244155346
RP11-152N13.5,6.730145087,7.069357525,6.903402674,6.459660879,6.313258141,6.54786453,6.661562883,6.81763871,7.005344305,6.351197852,6.547612406,6.408978097
LINC00376,5.941128301,6.20183477,6.041532022,5.827297551,5.397943933,5.882901996,5.23734106,5.192823915,5.472550838,5.963510823,5.88570077,5.958654813
SNX18P26,4.376859979,4.376859979,4.376859979,4.714251016,4.376859979,4.376859979,4.376859979,4.81713708,4.714449674,5.105805507,4.959159056,5.060642739
RP5-1092A11.5,4.681212196,4.930347725,4.951272197,4.852928109,4.376859979,4.860756096,5.57697855,5.298695117,5.372089787,4.636978873,4.789995119,4.989579153
RP1-28O10.1,6.281044772,6.234363724,6.138906973,5.194205572,5.450813696,5.536269924,5.316791736,5.346803327,5.42373022,5.792791816,5.861566349,5.645183657
RP11-864N7.2,6.690211116,7.135863487,7.123181602,6.865571023,6.920846271,6.743127422,7.085512384,6.81763871,6.852092821,6.563033651,6.6923976,6.442872307
RP11-492E3.2,5.864806758,5.815922161,5.93539622,5.047136128,5.216194708,5.058059178,5.316791736,5.55433843,5.472550838,5.26506519,5.288571121,5.463879564
LINC00355,6.635028806,6.520394272,6.406949475,7.068449977,7.100714308,7.115950557,6.83148337,6.892947985,7.057067065,6.888747182,7.116798128,6.961548845
RP11-301G19.1,6.058061934,7.908088779,6.081438102,6.850906957,6.528699792,6.509025502,5.389252859,5.298695117,5.685023591,5.189747011,4.881991607,5.335232587
AC114788.2,8.475258495,6.710982221,8.394265568,8.321305021,8.822938288,8.496760321,7.299853558,7.246120363,7.268444509,9.532452391,9.439832706,9.417479813
RP1-283E3.4,6.843265593,6.654323152,6.749866919,6.865571023,7.271295269,6.743127422,6.684023361,6.546669816,6.399831781,7.15809231,7.143889819,7.151571354
RP4-738P11.3,5.368517323,5.79273805,5.687368027,4.958621355,5.065328529,4.968144176,5.389252859,5.298695117,5.317156118,5.333814484,5.484724882,5.677783885
AC092013.1,4.376859979,4.769427317,4.784362904,4.714251016,5.216194708,5.536269924,4.766225435,4.376859979,4.714449674,4.636978873,4.669487931,4.376859979
FAM212B-AS1,6.42128188,6.28161078,6.280106428,6.775097011,6.797059923,6.759534737,6.591799849,6.264699361,6.460715573,6.745288243,6.602118849,6.805745082
RP13-143G15.3,7.447726951,7.635230207,7.706345073,7.586941917,7.624094822,7.633970385,7.816255068,7.673942835,7.884414263,7.115510337,6.741358556,6.753950846
RP11-807H17.1,4.902086206,4.994746859,4.951272197,6.067776511,6.240784878,6.007522712,6.204843408,6.264699361,6.013056504,6.096529755,6.234045883,5.854726577
RP11-77P6.2,6.123040469,6.545784316,6.615532133,6.171762586,6.109659241,6.223097592,5.954088144,6.025744971,6.221563524,5.852639161,6.082710823,6.163278144
SNAP25-AS1,7.044587435,6.468076772,7.241589084,7.371987443,7.522459505,7.346649823,6.909021247,7.301652791,7.201508699,8.113873481,8.344214694,8.156881883
RP11-191N8.2,5.276941774,5.244254298,5.078100965,6.312853824,6.678537756,6.223097592,5.827552206,5.516394829,5.25830385,5.00979379,5.194951369,5.060642739
RP3-323P13.2,4.982242512,4.376859979,4.951272197,5.684299207,5.99340018,6.065155875,4.925860094,4.997136348,5.125044389,5.105805507,5.087667237,5.182988729
RP11-276H7.2,6.902239249,7.466535833,6.653537176,6.094627297,5.962444545,6.223097592,6.63871541,6.638360615,6.712350456,6.657292118,6.667225239,6.740683645
